,Name,Episodes,Release,Members,Score
2953,Perman,54,Apr 1967 - Apr 1968,4022,6.59
2954,Project BLUE Chikyuu SOS,6,Jul 2006 - Dec 2006,3883,6.59
2955,Pure-tou no Nakama-tachi,26,Jul 1983 - Dec 1983,996,6.59
2956,Ring ni Kakero 1: Nichibei Kessen-hen,12,Apr 2006 - Jun 2006,2466,6.59
2957,Rolling☆Girls,12,Jan 2015 - Mar 2015,89152,6.59
2958,12-sai.: Chicchana Mune no Tokimeki 2nd Season,12,Oct 2016 - Dec 2016,17448,6.59
2959,Akakichi no Eleven,52,Apr 1970 - Apr 1971,2188,6.59
2960,Andes Shounen Pepero no Bouken,26,Oct 1975 - Mar 1976,1213,6.59
2961,B-Project: Kodou*Ambitious,12,Jul 2016 - Sep 2016,46107,6.59
2962,Dragonaut: The Resonance,25,Oct 2007 - Mar 2008,76091,6.59
2963,E's Otherwise,26,Apr 2003 - Sep 2003,16485,6.59
2964,Fabre-sensei wa Meitantei,26,Apr 2000 - Oct 2000,968,6.59
2965,Gregory Horror Show: The Second Guest,25,Apr 2000 - Oct 2000,2001,6.59
2966,Joshikousei: Girl's High,12,Apr 2006 - Jun 2006,37455,6.59
2967,3 Choume no Tama: Uchi no Tama Shirimasen ka?,36,Nov 1988 - Sep 1994,2762,6.58
2968,Akai Koudan Zillion,31,Apr 1987 - Dec 1987,5730,6.58
2969,Akihabara Dennou-gumi,26,Apr 1998 - Sep 1998,7873,6.58
2970,C³,12,Oct 2011 - Dec 2011,176064,6.58
2971,Chinpui,56,Feb 1989 - Apr 1991,1652,6.58
2972,Comic Party,13,Apr 2001 - Jun 2001,19988,6.58
2973,Element Hunters,39,Jul 2009 - Mar 2010,13537,6.58
2974,Getter Robo G,39,May 1975 - Mar 1976,3256,6.58
2975,Gift: Eternal Rainbow,12,Oct 2006 - Dec 2006,31684,6.58
2976,Hakuouki: Otogisoushi,12,Apr 2016 - Jun 2016,6460,6.58
2977,Jungle Taitei: Susume Leo!,26,Oct 1966 - Mar 1967,2859,6.58
2978,Soreyuke! Uchuu Senkan Yamamoto Youko (1999),26,Apr 1999 - Sep 1999,5654,6.58
2979,Wonder Beat Scramble,26,Apr 1986 - Nov 1986,1206,6.58
2980,Kage kara Mamoru!,12,Jan 2006 - Mar 2006,26351,6.58
2981,Kirakira Happy★Hirake! Cocotama,55,Sep 2018 - Sep 2019,947,6.58
2982,Miami Guns,13,Feb 2000 - May 2000,7061,6.58
2983,Nanatsu no Taizai: Funnu no Shinpan,24,Jan 2021 - Jun 2021,418510,6.58
2984,Oda Cinnamon Nobunaga,12,Jan 2020 - Mar 2020,21052,6.58
2985,Okusama ga Seitokaichou!+!,12,Oct 2016 - Dec 2016,168874,6.58
2986,Ranpo Kitan: Game of Laplace,11,Jul 2015 - Sep 2015,117468,6.58
2987,Sacred Seven,12,Jul 2011 - Sep 2011,78133,6.58
2988,Saikin Yatotta Maid ga Ayashii,11,Jul 2022 - Oct 2022,120805,6.58
2989,Kyouryuu Wakusei,60,Apr 1993 - Jan 1994,656,6.57
2990,M3: Sono Kuroki Hagane,24,Apr 2014 - Sep 2014,56564,6.57
2991,Meimon! Daisan Yakyuu-bu,40,Oct 1988 - Sep 1989,856,6.57
2992,Mushi-Uta,12,Jul 2007 - Oct 2007,16803,6.57
2993,Ojisan to Marshmallow,12,Jan 2016 - Mar 2016,66971,6.57
2994,Okusama ga Seitokaichou!,12,Jul 2015 - Sep 2015,295807,6.57
2995,Onegai♪My Melody Kirara★,52,Apr 2008 - Mar 2009,2574,6.57
2996,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",12,Jan 2024 -,37830,6.57
2997,Seishun Anime Zenshuu,32,Apr 1986 - Dec 1986,2179,6.57
2998,Asobi ni Iku yo!,12,Jul 2010 - Sep 2010,200369,6.57
2999,Asobot Senki Gokuu,52,Oct 2002 - Sep 2003,3513,6.57
3000,Betterman,26,Apr 1999 - Oct 1999,15265,6.57
3001,Burn Up Excess,13,Dec 1997 - Jul 1998,11563,6.57
3002,Choujikuu Kidan Southern Cross,23,Apr 1984 - Sep 1984,8187,6.57
3003,Digimon Universe: Appli Monsters,52,Oct 2016 - Sep 2017,15025,6.57
3004,Ginga Shippuu Sasuraiger,43,Apr 1983 - Jan 1984,1489,6.57
3005,Gregory Horror Show,25,Oct 1999 - Jun 2001,4421,6.57
3006,Haai Step Jun,45,Mar 1985 - Jan 1986,1457,6.57
3007,Hakugei Densetsu,26,Apr 1997 - May 1999,4828,6.57
3008,Hanaukyou Maid-tai,12,Apr 2001 - Jun 2001,32231,6.57
3009,Himitsu no Akko-chan 2,61,Oct 1988 - Dec 1989,1264,6.57
3010,I★Chu: Halfway Through the Idol,12,Jan 2021 - Mar 2021,16492,6.57
3011,Sonic X,78,Apr 2003 - Mar 2004,79398,6.57
3012,Usavich IV,13,Apr 2011 - Sep 2011,2975,6.57
3013,Wooser no Sono Higurashi: Kakusei-hen,12,Jan 2014 - Mar 2014,6520,6.57
3014,Spider Riders: Oracle no Yuusha-tachi,26,Apr 2006 - Sep 2006,9653,6.56
3015,Tenshi no Shippo Chu!,11,Mar 2003 - Apr 2003,5746,6.56
3016,Ueno-san wa Bukiyou,12,Jan 2019 - Mar 2019,118835,6.56
3017,Nangoku Shounen Papuwa-kun,42,Oct 1992 - Oct 1993,1116,6.56
3018,RDG: Red Data Girl,12,Apr 2013 - Jun 2013,111087,6.56
3019,AI no Idenshi,12,Jul 2023 - Sep 2023,41695,6.56
3020,Android Ana Maico 2010,24,Apr 1998 - Sep 1998,3802,6.56
3021,Battle Spirits: Sword Eyes Gekitouden,21,Apr 2013 - Sep 2013,1997,6.56
3022,Berserk 2nd Season,12,Apr 2017 - Jun 2017,183239,6.56
3023,Beyblade Burst Chouzetsu,51,Apr 2018 - Mar 2019,15230,6.56
3024,Cardfight!! Vanguard: Divinez,,Jan 2024 -,1578,6.56
3025,DearS,12,Jul 2004 - Sep 2004,147741,6.56
3026,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",12,Jan 2023 - Mar 2023,135704,6.56
3027,Futoku no Guild,12,Oct 2022 - Dec 2022,101635,6.56
3028,Gegege no Kitarou (1971),45,Oct 1971 - Sep 1972,2649,6.56
3029,Happy☆Lucky Bikkuriman,46,Oct 2006 - Sep 2007,613,6.56
3030,.hack//Tasogare no Udewa Densetsu,12,Jan 2003 - Mar 2003,67567,6.55
3031,Africa no Salaryman (TV),12,Oct 2019 - Dec 2019,26494,6.55
3032,Beyblade Burst,51,Apr 2016 - Mar 2017,31516,6.55
3033,Chain Chronicle: Haecceitas no Hikari,12,Jan 2017 - Mar 2017,123606,6.55
3034,Cinderella Girls Gekijou,13,Apr 2017 - Jun 2017,18946,6.55
3035,"Dakara Boku wa, H ga Dekinai.",12,Jul 2012 - Sep 2012,416150,6.55
3036,Eden's Bowy,26,Apr 1999 - Sep 1999,6772,6.55
3037,Eternal Boys,24,Oct 2022 - Mar 2023,13873,6.55
3038,Future Card Buddyfight Battsu,52,Apr 2017 - Mar 2018,4442,6.55
3039,Teekyuu,12,Oct 2012 - Dec 2012,66461,6.55
3040,Tsuyokiss,12,Jul 2006 - Sep 2006,19874,6.55
3041,Uchuu Kuubo Blue Noah,24,Oct 1979 - Mar 1980,2103,6.55
3042,Kakutou Bijin Wulong,25,Oct 2005 - Mar 2006,6156,6.55
3043,Killing Bites,12,Jan 2018 - Mar 2018,188086,6.55
3044,Kita e.: Diamond Dust Drops,12,Jan 2004 - Apr 2004,9363,6.55
3045,Kyoukai Senki Part 2,12,Apr 2022 - Jun 2022,13567,6.55
3046,Ladies versus Butlers!,12,Jan 2010 - Mar 2010,218843,6.55
3047,Magatsu Wahrheit: Zuerst,12,Oct 2020 - Dec 2020,36309,6.55
3048,"Maou-sama, Retry!",12,Jul 2019 - Sep 2019,242039,6.55
3049,Mitsubachi Maya no Bouken,52,Apr 1975 - Apr 1976,9951,6.55
3050,Mutekiou Tri-Zenon,22,Oct 2000 - Mar 2001,1713,6.55
3051,Norn9: Norn+Nonet,12,Jan 2016 - Mar 2016,88211,6.55
3052,Omishi Mahou Gekijou: Risky★Safety,24,Oct 1999 - Apr 2000,4275,6.55
3053,Pucca (TV) 2nd Season,13,Mar 2008 - Jul 2008,8321,6.55
3054,Qin Shi Mingyue: Ye Jin Tianming,18,Jul 2008 - Aug 2008,1349,6.55
3055,Ramen Daisuki Koizumi-san,12,Jan 2018 - Mar 2018,63670,6.55
3056,Sengoku Otome: Momoiro Paradox,13,Apr 2011 - Jun 2011,47500,6.55
3057,Kanojo mo Kanojo,12,Jul 2021 - Sep 2021,362104,6.54
3058,Kemeko Deluxe!,12,Oct 2008 - Dec 2008,41835,6.54
3059,Kokoro Toshokan,13,Oct 2001 - Feb 2002,6856,6.54
3060,Mama wa Poyopoyo Saurus ga Osuki,52,Sep 1995 - Aug 1996,900,6.54
3061,Muumin (1972),52,Jan 1972 - Dec 1972,2712,6.54
3062,Pastel Life,6,May 2018 - Jun 2018,6183,6.54
3063,Power Stone,26,Apr 1999 - Sep 1999,8043,6.54
3064,Ai no Gakkou Cuore Monogatari,26,Apr 1981 - Sep 1981,2573,6.54
3065,Bakugan Battle Brawlers: New Vestroia,52,Mar 2010 - Mar 2011,66293,6.54
3066,Chouriki Robo Galatt,25,Oct 1984 - Apr 1985,1015,6.54
3067,Cross Fight B-Daman,52,Oct 2011 - Sep 2012,8490,6.54
3068,Future Card Buddyfight Triple D,51,Apr 2016 - Mar 2017,4536,6.54
3069,Iketeru Futari,16,Feb 1999 - Feb 1999,19591,6.54
3070,Teekyuu 6,12,Oct 2015 - Dec 2015,17628,6.54
3071,Tokyo ESP,12,Jul 2014 - Sep 2014,168700,6.54
3072,Uchuu Senshi Baldios,34,Jun 1980 - Jan 1981,2624,6.54
3073,"Wake Up, Girls! Shin Shou",12,Oct 2017 - Jan 2018,13923,6.54
3074,Zinba,52,Aug 2013 - Oct 2013,1752,6.54
3075,Shuffle! Memories,12,Jan 2007 - Mar 2007,55734,6.53
3076,Tate no Yuusha no Nariagari Season 2,13,Apr 2022 - Jun 2022,741717,6.53
3077,Tokkou,13,Apr 2006 - Jul 2006,45712,6.53
3078,Uchuu Senkan Tiramisù II,13,Oct 2018 - Dec 2018,9827,6.53
3079,Weiß Kreuz Glühen,13,Nov 2002 - Mar 2003,10371,6.53
3080,Wooser no Sono Higurashi: Mugen-hen,13,Jul 2015 - Sep 2015,4929,6.53
3081,Yaku nara Mug Cup mo,12,Apr 2021 - Jun 2021,46145,6.53
3082,Kishin Houkou Demonbane (TV),12,May 2006 - Aug 2006,36617,6.53
3083,Kiss Dum: Engage Planet,26,Apr 2007 - Sep 2007,10874,6.53
3084,La Seine no Hoshi,39,Apr 1975 - Dec 1975,2766,6.53
3085,Lemon Angel Project,13,Jan 2006 - Mar 2006,8524,6.53
3086,Momotarou Densetsu,51,Oct 1989 - Oct 1990,709,6.53
3087,Monster Musume no Oishasan,12,Jul 2020 - Sep 2020,214627,6.53
3088,Muv-Luv Alternative 2nd Season,12,Oct 2022 - Dec 2022,16806,6.53
3089,Okawari-Boy Starzan-S,34,Jan 1984 - Aug 1984,796,6.53
3090,Onipan!,60,Apr 2022 - Jul 2022,14689,6.53
3091,Otogi Story Tenshi no Shippo,12,Oct 2001 - Dec 2001,15302,6.53
3092,PetoPeto-san,13,Jul 2005 - Oct 2005,7177,6.53
3093,Potion-danomi de Ikinobimasu!,12,Oct 2023 - Dec 2023,33739,6.53
3094,Queen's Blade: Gyokuza wo Tsugu Mono,12,Sep 2009 - Dec 2009,54909,6.53
3095,Ring ni Kakero 1: Kage Dou-hen,6,Apr 2010 - Jun 2010,1951,6.53
3096,RobiHachi,12,Apr 2019 - Jun 2019,33461,6.53
3097,Saijaku Muhai no Bahamut,12,Jan 2016 - Mar 2016,394544,6.53
3098,Action Heroine Cheer Fruits,12,Jul 2017 - Sep 2017,14322,6.53
3099,Battle Spirits: Sword Eyes,29,Sep 2012 - Mar 2013,2731,6.53
3100,Blood-C,12,Jul 2011 - Sep 2011,365333,6.53
3101,Blue Dragon: Tenkai no Shichi Ryuu,51,Apr 2008 - Mar 2009,17894,6.53
3102,Cinderella Girls Gekijou 3rd Season,13,Jul 2018 - Sep 2018,6897,6.53
3103,Extreme Hearts,12,Jul 2022 - Sep 2022,11553,6.53
3104,Idol Tenshi Youkoso Youko,43,Apr 1990 - Feb 1991,1805,6.53
3105,Inakappe Taishou,104,Oct 1970 - Sep 1972,843,6.53
3106,Inu to Hasami wa Tsukaiyou,12,Jul 2013 - Sep 2013,148471,6.53
3107,Juuni Taisen,12,Oct 2017 - Dec 2017,288131,6.53
3108,Buzzer Beater,13,Feb 2005 - Apr 2005,15364,6.52
3109,Cardfight!! Vanguard G Z,24,Oct 2017 - Apr 2018,8301,6.52
3110,Cardfight!! Vanguard: will+Dress Season 3,13,Jul 2023 - Oct 2023,2675,6.52
3111,Fudanshi Koukou Seikatsu,12,Jul 2016 - Sep 2016,72790,6.52
3112,Ginga Reppuu Baxingar,39,Jul 1982 - Mar 1983,1488,6.52
3113,Glass no Kantai: La Legende du Vent de l'Univers,24,Apr 2006 - Sep 2006,12194,6.52
3114,Gun Frontier,13,Mar 2002 - Jun 2002,10773,6.52
3115,Hamelin no Violin Hiki,25,Oct 1996 - Mar 1997,6703,6.52
3116,Hoero! Bun Bun,39,Oct 1980 - Jul 1981,1080,6.52
3117,Inugami-san to Nekoyama-san,12,Apr 2014 - Jun 2014,78608,6.52
3118,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,12,Jul 2023 - Sep 2023,119088,6.52
3119,Stella Jogakuin Koutou-ka C³-bu,13,Jul 2013 - Sep 2013,54203,6.52
3120,Technoroid: Overmind,12,Jan 2023 - Mar 2023,14318,6.52
3121,Teekyuu 9,12,Jul 2017 - Sep 2017,14242,6.52
3122,Transformers: Car Robots,39,Apr 2000 - Dec 2000,5347,6.52
3123,Wakakusa no Yon Shimai,26,Apr 1981 - Sep 1981,1558,6.52
3124,Yami to Boushi to Hon no Tabibito,13,Oct 2003 - Dec 2003,30144,6.52
3125,Kochouki: Wakaki Nobunaga,12,Jul 2019 - Sep 2019,28410,6.52
3126,Kore ga Watashi no Goshujinsama,12,Apr 2005 - Jul 2005,76821,6.52
3127,Love All Play,24,Apr 2022 - Sep 2022,38712,6.52
3128,Mahou Shoujo Site,12,Apr 2018 - Jun 2018,234590,6.52
3129,Miss Monochrome The Animation 3,13,Oct 2015 - Dec 2015,15135,6.52
3130,Narue no Sekai,12,Apr 2003 - Jun 2003,19300,6.52
3131,Ooya-san wa Shishunki!,12,Jan 2016 - Mar 2016,50937,6.52
3132,Papa to Odorou,16,Jul 1999 - Jul 1999,1409,6.52
3133,Pingu in the City,26,Oct 2017 - Mar 2018,42195,6.52
3134,Sengoku Musou,12,Jan 2015 - Mar 2015,22958,6.52
3135,Seraphim Call,12,Oct 1999 - Dec 1999,5816,6.52
3136,"Kono Naka ni Hitori, Imouto ga Iru!",12,Jul 2012 - Sep 2012,210409,6.51
3137,Megami-ryou no Ryoubo-kun.,10,Jul 2021 - Sep 2021,191633,6.51
3138,Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,12,Oct 2018 - Dec 2018,30905,6.51
3139,Nande Koko ni Sensei ga!?,12,Apr 2019 - Jun 2019,347414,6.51
3140,Night Head 2041,12,Jul 2021 - Sep 2021,44872,6.51
3141,Norakuro-kun,50,Oct 1987 - Oct 1988,735,6.51
3142,Persona: Trinity Soul,26,Jan 2008 - Jun 2008,82361,6.51
3143,Phantasy Star Online 2: Episode Oracle,25,Oct 2019 - Mar 2020,25269,6.51
3144,Reideen,26,Feb 2007 - Sep 2007,8983,6.51
3145,Rizelmine,24,Apr 2002 - Dec 2002,25121,6.51
3146,Rokumon Tengai Mon Colle Knights,51,Jan 2000 - Dec 2000,5174,6.51
3147,Sakugan,12,Oct 2021 - Dec 2021,100005,6.51
3148,100-man no Inochi no Ue ni Ore wa Tatteiru,12,Oct 2020 - Dec 2020,286943,6.51
3149,Arc the Lad,26,Apr 1999 - Oct 1999,16392,6.51
3150,Cardfight!! Vanguard G,48,Oct 2014 - Oct 2015,15885,6.51
3151,Choujikuu Seiki Orguss,35,Jul 1983 - Apr 1984,6503,6.51
3152,Cosmo Warrior Zero,13,Jul 2001 - Sep 2001,5814,6.51
3153,Fate/Extra: Last Encore - Illustrias Tendousetsu,3,Jul 2018 - Jul 2018,73983,6.51
3154,Final Approach,13,Oct 2004 - Dec 2004,35600,6.51
3155,Fuuka,12,Jan 2017 - Mar 2017,295191,6.51
3156,Gin no Guardian II,6,Jan 2018 - Feb 2018,57836,6.51
3157,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",24,Apr 2016 - Sep 2016,136088,6.51
3158,Hikari no Ou 2nd Season,,Jan 2024 -,8987,6.51
3159,Honto ni Atta! Reibai Sensei,22,Apr 2011 - Sep 2011,8014,6.51
3160,ID-0,12,Apr 2017 - Jun 2017,21242,6.51
3161,IGPX: Immortal Grand Prix,5,Sep 2003 - Sep 2003,4458,6.51
3162,Itsuka Tenma no Kuro Usagi,12,Jul 2011 - Sep 2011,131850,6.51
3163,"Jitsu wa Ore, Saikyou deshita?",12,Jul 2023 - Oct 2023,137317,6.51
3164,Shuukan Storyland,56,Oct 1999 - Sep 2001,805,6.51
3165,To Heart 2,13,Oct 2005 - Jan 2006,21246,6.51
3166,Trouble Chocolate,20,Oct 1999 - Mar 2000,5881,6.51
3167,Yami Shibai 2,13,Jul 2014 - Sep 2014,49129,6.51
3168,Softenni,12,Apr 2011 - Jun 2011,24658,6.5
3169,Super Bikkuriman,44,May 1992 - Apr 1993,704,6.5
3170,Touka Gettan,26,Apr 2007 - Sep 2007,20118,6.5
3171,UFO Senshi Dai Apolon 2,21,Oct 1976 - Feb 1977,642,6.5
3172,Koukaku no Pandora,12,Jan 2016 - Mar 2016,46018,6.5
3173,Morita-san wa Mukuchi.,13,Jul 2011 - Sep 2011,24395,6.5
3174,Muteki Robo Trider G7,50,Feb 1980 - Jan 1981,1485,6.5
3175,Oscar's Oasis,78,Feb 2011 - Jun 2011,1750,6.5
3176,Ring ni Kakero 1: Sekai Taikai-hen,6,Apr 2011 - Jun 2011,1592,6.5
3177,Saikyou Robot Daiouja,50,Jan 1981 - Jan 1982,1095,6.5
3178,Bikkuriman,75,Oct 1987 - Apr 1989,974,6.5
3179,Bungou to Alchemist: Shinpan no Haguruma,13,Apr 2020 - Aug 2020,52242,6.5
3180,D.C.III: Da Capo III,13,Jan 2013 - Mar 2013,30317,6.5
3181,Devilman,39,Jul 1972 - Apr 1973,32395,6.5
3182,Entaku no Kishi Monogatari: Moero Arthur,30,Sep 1979 - Mar 1980,1822,6.5
3183,HenSemi (TV),13,Apr 2011 - Jul 2011,45652,6.5
3184,Honoo no Mirage,13,Jan 2002 - Apr 2002,23987,6.5
3185,Itou Junji: Collection,12,Jan 2018 - Mar 2018,175298,6.5
3186,Aikatsu Planet!,24,Jan 2021 - Jun 2021,3810,6.49
3187,Akiba's Trip The Animation,13,Jan 2017 - Mar 2017,149117,6.49
3188,Bakuon!!,12,Apr 2016 - Jun 2016,62986,6.49
3189,Bus Gamer,3,Mar 2008 - Mar 2008,27884,6.49
3190,Captain (TV),26,Jan 1983 - Jul 1983,928,6.49
3191,ClassicaLoid 2nd Season,25,Oct 2017 - Mar 2018,7393,6.49
3192,Dame x Prince Anime Caravan,12,Jan 2018 - Mar 2018,29559,6.49
3193,Danchigai,12,Jul 2015 - Sep 2015,116785,6.49
3194,Dragon Ball GT,64,Feb 1996 - Nov 1997,623693,6.49
3195,Estab-Life: Great Escape,12,Apr 2022 - Jun 2022,11299,6.49
3196,F-Zero: Falcon Densetsu,51,Oct 2003 - Sep 2004,9454,6.49
3197,Hi☆sCoool! SeHa Girls,13,Oct 2014 - Dec 2014,11906,6.49
3198,Himitsu no Akko-chan 3,44,Apr 1998 - Feb 1999,1149,6.49
3199,Sinbi Apateu: Ghost Ball Bimil,24,Jul 2016 - Jan 2017,1627,6.49
3200,Tetsujin 28-gou,96,Oct 1963 - May 1965,3538,6.49
3201,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,12,Jul 2016 - Sep 2016,16587,6.49
3202,White Album,13,Jan 2009 - Mar 2009,121074,6.49
3203,Yoru no Yatterman,12,Jan 2015 - Mar 2015,32385,6.49
3204,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,12,Jul 2019 - Sep 2019,320020,6.49
3205,Kikou Kai Galient,25,Oct 1984 - Mar 1985,3605,6.49
3206,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,30,Feb 2008 - Aug 2008,10341,6.49
3207,Koi to Uso,12,Jul 2017 - Sep 2017,413498,6.49
3208,Kouya no Shounen Isamu,52,Apr 1973 - Mar 1974,1237,6.49
3209,Love Get Chu,25,Apr 2006 - Sep 2006,8521,6.49
3210,Massugu ni Ikou. 2nd Season,5,Mar 2004 - Apr 2004,2424,6.49
3211,Shiawase Sou no Okojo-san,51,Oct 2001 - Sep 2002,3527,6.49
3212,Kidou Senshi Gundam AGE,49,Oct 2011 - Sep 2012,32326,6.48
3213,Kojika Monogatari,52,Nov 1983 - Jan 1985,1014,6.48
3214,Meiji Gekken: 1874,,Jan 2024 -,8270,6.48
3215,Miss Monochrome The Animation 2,13,Jul 2015 - Sep 2015,20657,6.48
3216,Pretty Rhythm: All Star Selection,11,Apr 2014 - Jun 2014,3521,6.48
3217,Shin Kyojin no Hoshi II,23,Apr 1979 - Sep 1979,738,6.48
3218,Shirogane no Ishi: Argevollen,24,Jul 2014 - Dec 2014,43935,6.48
3219,Assault Lily: Bouquet,12,Oct 2020 - Dec 2020,85343,6.48
3220,Astarotte no Omocha!,12,Apr 2011 - Jun 2011,145568,6.48
3221,Cardfight!! Vanguard Gaiden: If,25,May 2020 - Nov 2020,3967,6.48
3222,Comic Party Revolution,13,Apr 2005 - Jun 2005,9988,6.48
3223,DD Hokuto no Ken (2013),13,Apr 2013 - Jun 2013,4274,6.48
3224,Dokaben,163,Oct 1976 - Dec 1979,1245,6.48
3225,Iwa Kakeru! Sport Climbing Girls,12,Oct 2020 - Dec 2020,93474,6.48
3226,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,26,Apr 1997 - May 1997,2079,6.48
3227,Yatterman,60,Jan 2008 - May 2009,4836,6.48
3228,Z/X: Ignition,12,Jan 2014 - Apr 2014,40304,6.48
3229,Shounen Hollywood: Holly Stage for 50,13,Jan 2015 - Apr 2015,6744,6.47
3230,Time Bokan Series: Time Patroltai Otasukeman,53,Feb 1980 - Jan 1981,1280,6.47
3231,Kagaku Ninja-tai Gatchaman F,48,Oct 1979 - Aug 1980,2438,6.47
3232,Ketsuekigata-kun!,12,Apr 2013 - Jun 2013,11205,6.47
3233,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,12,Apr 2021 - Jun 2021,241400,6.47
3234,Pucca 3,26,Dec 2018 - Oct 2019,1169,6.47
3235,Puzzle & Dragons Cross,89,Jul 2016 - Mar 2018,8456,6.47
3236,Qualidea Code,12,Jul 2016 - Sep 2016,191578,6.47
3237,Shining Tears X Wind,13,Apr 2007 - Jun 2007,34781,6.47
3238,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,12,Jul 2021 - Sep 2021,139426,6.47
3239,Chie-chan Funsenki: Jarinko Chie,39,Oct 1991 - Sep 1992,579,6.47
3240,Coppelion,13,Oct 2013 - Dec 2013,120300,6.47
3241,Dororon Enma-kun Meeramera,12,Apr 2011 - Jun 2011,18383,6.47
3242,Genei wo Kakeru Taiyou,13,Jul 2013 - Sep 2013,54265,6.47
3243,Ginga Hyouryuu Vifam 13,26,Mar 1998 - Oct 1998,833,6.47
3244,iDOLM@STER Xenoglossia,26,Apr 2007 - Sep 2007,23060,6.47
3245,21 Emon,39,May 1991 - Mar 1992,1090,6.46
3246,Cinderella Girls Gekijou: Climax Season,13,Apr 2019 - Jun 2019,4725,6.46
3247,Cross Fight B-Daman eS,52,Oct 2012 - Sep 2013,3598,6.46
3248,Gakuen Heaven,13,Apr 2006 - Jun 2006,67378,6.46
3249,Gegege no Kitarou (1985),108,Oct 1985 - Feb 1988,2611,6.46
3250,Harisu no Kaze,70,May 1966 - Aug 1967,695,6.46
3251,Himawari!!,13,Jan 2007 - Apr 2007,11258,6.46
3252,Hurricane Polymar,26,Oct 1974 - Mar 1975,2569,6.46
3253,IS: Infinite Stratos 2,12,Oct 2013 - Dec 2013,389491,6.46
3254,Jinsei,13,Jul 2014 - Sep 2014,70466,6.46
3255,Joou Heika no Petite Angie,26,Dec 1977 - Jun 1978,1604,6.46
3256,Show By Rock!! Short!!,12,Jul 2016 - Sep 2016,14077,6.46
3257,Tamagotchi!,143,Oct 2009 - Sep 2012,1669,6.46
3258,Kobo-chan,63,Oct 1992 - Mar 1994,718,6.46
3259,Metal Fighter Miku,13,Jul 1994 - Sep 1994,4882,6.46
3260,Miracle☆Train: Oedo-sen e Youkoso,13,Oct 2009 - Dec 2009,19347,6.46
3261,Nanatsu no Taizai: Kamigami no Gekirin,24,Oct 2019 - Mar 2020,717042,6.46
3262,Patalliro Saiyuuki!,26,Jun 2005 - Nov 2005,4132,6.46
3263,Little Lulu to Chicchai Nakama,26,Oct 1976 - Apr 1977,1035,6.45
3264,Megaton-kyuu Musashi 2nd Season,15,Oct 2022 - Mar 2023,3775,6.45
3265,Ragnarök The Animation,26,Apr 2004 - Sep 2004,49582,6.45
3266,Senyoku no Sigrdrifa,12,Oct 2020 - Dec 2020,45204,6.45
3267,Ashita Tenki ni Naare,47,Oct 1984 - Sep 1985,962,6.45
3268,Ayakashi Triangle,12,Jan 2023 - Sep 2023,65414,6.45
3269,Binan Koukou Chikyuu Bouei-bu Happy Kiss!,12,Apr 2018 - Jul 2018,12412,6.45
3270,Chousoku Henkei Gyrozetter,51,Oct 2012 - Sep 2013,5573,6.45
3271,Clockwork Planet,12,Apr 2017 - Jun 2017,157561,6.45
3272,Death March kara Hajimaru Isekai Kyousoukyoku,12,Jan 2018 - Mar 2018,499293,6.45
3273,Demashita! Powerpuff Girls Z,52,Jul 2006 - Jun 2007,35035,6.45
3274,Juusen Battle Monsuno,52,Oct 2012 - Sep 2013,9107,6.45
3275,Skate-Leading☆Stars,12,Jan 2021 - Mar 2021,41077,6.45
3276,Tantei Kageki Milky Holmes TD,12,Jan 2015 - Mar 2015,9222,6.45
3277,World Witches Hasshin Shimasu!,12,Jan 2021 - Mar 2021,11696,6.45
3278,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",12,Jan 2024 -,66706,6.44
3279,The World of Golden Eggs,26,Jan 2005 - Dec 2006,1134,6.44
3280,Time Bokan,61,Oct 1975 - Dec 1976,2731,6.44
3281,Tokyo Ghoul:re 2nd Season,12,Oct 2018 - Dec 2018,867794,6.44
3282,Vividred Operation,12,Jan 2013 - Mar 2013,66377,6.44
3283,Yoku Wakaru Gendai Mahou,12,Jul 2009 - Sep 2009,25614,6.44
3284,Kagaku Ninja-tai Gatchaman II,52,Oct 1978 - Sep 1979,2483,6.44
3285,Kiitarou Shounen no Youkai Enikki,12,Oct 2016 - Dec 2016,30567,6.44
3286,King of Prism: Shiny Seven Stars,12,Apr 2019 - Jul 2019,5821,6.44
3287,Oh! Family,26,Oct 1986 - Mar 1987,1476,6.44
3288,One Room: Third Season,12,Oct 2020 - Dec 2020,34620,6.44
